"displayname","ou","dn","whenchanged","objectguid","syncattrs_hash","dn_hash","whencreated","placeholder"
B492D00臺中分局徵收課(停用),B492D00,"OU=B492D00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:18,bdd34f82bdfb44e0a37fbdd34f82bdfb,b6a1369eaf03d6ca7a5d1ebe4f7eb62e1db605da333ac80ad134161b139d4cc1,"801c613497662598e81e5327de86b93b73a9c8c2ba1d838e5ddeee476342f7df",2013-03-08 10:10:19,external
B492N00臺中分局政風室(停用),B492N00,"OU=B492N00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:29,e78daf5160654a98a6cbe78daf516065,"1086f774bd8ce6df9ed1bb896fc337018fcf62e5c98e7725bd6578ff6f2a2331","7f30effb805d75854f6d94a7ed655ae8822d2dd011dcfa04d5bb97fb7f58c51f",2013-03-08 10:04:39,external
B492E00臺中分局第一課(停用),B492E00,"OU=B492E00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:19,e5481a22cfa04b1fbd56e5481a22cfa0,d203790e91a41077cf926731ec4b49834af769b9ca8a342dec7116d172817082,"22f5149d9d170b5831548fca1ae272366fc4a3aab35a9feb28f8dd5edb8ebc0c",2013-03-08 10:07:24,external
B492F11臺中分局綜所稅課,B492F11,"OU=B492F11,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:21,bb7bb501f1e447f38943bb7bb501f1e4,f3b0b39b34d00b0907b856ce62fbec69645bf0717ce51c49e4e81a432c21d008,e309185f854278bb713938063878c4de8632a40ffeb635e40c8ddd7d93676d66,2013-03-08 10:05:28,external
B492M03臺中分局人事室,B492M03,"OU=B492M03,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:28,d7704260bf314834888bd7704260bf31,"2b2817b53da8932772b938464c7251dfc8a2c5779adbb522feb81be9aa5eeff0","6394168450505c2c80d4bcfbe912cbbc20e743074ec3d56066c86a4c16fa24b2",2013-03-08 10:08:00,external
B492L05臺中分局主計室,B492L05,"OU=B492L05,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:27,"599361f66f1047499bf4599361f66f10","40ce921684142cfb26d06596f1365766da50c0400303abea2bc8a63e0c427f62",a03ebe35dff9be3587b9866055498556553243bd70cce406e7b414c6d6cbc266,2013-03-08 10:11:05,external
B492F00臺中分局第二課(停用),B492F00,"OU=B492F00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:20,"4c7f3fbe4a9b4152817e4c7f3fbe4a9b",e416aabc5f67594b8798d446761e55fc2271f04de3ac3a31c039afad1e0ec494,"72dda51b2f8ee496e35533977936970de53237144a2cb0caa343eaaa0ad685eb",2013-03-08 10:04:22,external
B492H00臺中分局第三課(停用),B492H00,"OU=B492H00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:23,"4b46a7a194f044a185754b46a7a194f0","684e68637a80fe45b4ae1434af69d38de10e315cf00aa5c947a5dabc5152e8a8",f0b3861cd82da48501bd64ece15738f634356ec3f7f844ba140d3114d5ecb9a4,2013-03-08 10:21:32,external
B011E06銷售稅組營業稅一股,B011E06,"OU=B011E06,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:46:11,df77381abe42440cbe6edf77381abe42,bf0060d6b09069042b08ecb2f45002786e36e5822bb71163730bca70dc004454,bb5bf2a3a71a30c76f0b94f207f712de913ccfd689d421ff85b9c49f657a9243,2023-01-01 13:26:31,external
B492E10臺中分局營所遺贈稅課,B492E10,"OU=B492E10,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:20,"697207ade3ef4804ab61697207ade3ef","625f678fc16655510105981776871c39f502b85c176fb703741be67365fab446",bc53ac89985f74286a2866875a940f26e74e698f5d49bd69f770e18803135c36,2013-03-08 10:08:28,external
B011E07銷售稅組營業稅二股,B011E07,"OU=B011E07,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:46:12,f05cdb58eed54a61a5dff05cdb58eed5,"5922b401441d245e630b4098470a765410f2fb1cf87d286dda1fe78f237b9379",e871c38123019ec796f223852c478c6f9f889f9c0a522ed4f05ebb7d5119cd1a,2023-01-01 13:27:01,external
B492B06臺中分局服務課(停用),B492B06,"OU=B492B06,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:16,a5731cfe021341048b51a5731cfe0213,"7b31a15dde6c1d692ba56912d7c2da1bc18aced599407074e787e80225a7b9c7","895a10dd7ef904e3593fe45febd172ef352eb15ec85dde12de309a87ed51f088",2013-03-08 10:15:57,external
B50財政部中區國稅局豐原分局,B50,"OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:38,"72e7679f5f5b894ab05975582d920928","0fc19db5f243f3b93409ae43f63b9eaed780b577f18b1b9294144018b47e9da5","37fc0acec0d9149504b2b116d85d92bd78b44105624f96f927b3fdeaf35eba4d",2012-02-06 15:28:12,external
B011N02政風室二股,B011N02,"OU=B011N02,OU=B011N00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:46:45,"8cc88a032664c142ad7ff813802e22e7","99034ab8a5f38e19160b8a658bb37a9ed1124463c74144b76343c4c45042fbf9","1d663063d803ee46d846fb5db03ebab2d5f97d1009b3c763865800b2aa59db89",2012-02-06 15:34:04,external
B502B00豐原分局服務課(停用),B502B00,"OU=B502B00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:32,"92aa4b8cd97c4f96bb5192aa4b8cd97c","6f0c60454a44148180bf83d49e56afb6510e1d6c2acb742e04a98b16d0364fa2",ac41e30ae94e36b65bfd58a7248f59097db31c22966abdfc4e1ba35229c5a1de,2013-03-08 10:05:15,external
M592N00南投縣分局政風室(停用),M592N00,"OU=M592N00,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:24,de6efe47b9b342b89cfdde6efe47b9b3,cb3d33c9940493a1da5c035f24f9df5a7d93be4a48905dfdcadf9826de65118b,"8c87d2271530ccd82be1b6514c97e00769eae2e13ecb03afc1d8eb6e8c19e1bf",2013-03-08 10:09:37,external
B011J01企劃科管制考核股(停用),B011J01,"OU=B011J01,OU=B011J00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:46:34,"8c7b23fd5756da478d003f63e76dfbbf",fb7fe677a96360abd73eca51dc5d9f9959998110c48678004e0114fa628bc484,"3f9a8cf036d1868b4bac7e4485b01606e20914c35717bc786f33a02eb76064f3",2012-02-06 15:33:44,external
B492K00臺中分局秘書室(停用),B492K00,"OU=B492K00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:25,"004d9ace5a3c422ea386004d9ace5a3c","88c40b375204ddb7ef66d8da3c36f53f61d231400a9e9bc05a7392a16c336afa","288ad9c39ae200fc37769770e2bddab3f794afde90dead75d65f86b0c380a46e",2013-03-08 10:13:26,external
B492K02臺中分局秘書室,B492K02,"OU=B492K02,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:26,"20a3ebc58672406ca44e20a3ebc58672","4863dd7c1c89a47bffe088b5d391e2b25595d00bc2a20397524a30c5045e56d8","1e221ea7918031ba50238c5a92bec925726e8013a86e768ad14732e8d1784618",2013-03-08 10:13:41,external
B492L00臺中分局會計室(停用),B492L00,"OU=B492L00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:27,"105dae0704e54b0ebe13105dae0704e5","41e58c0451dcf7320c37f63e449ebee976fa659fadf75567997d54395e12af68","56957e9156cb5da4b1667b5115e18d92c8539ccfc351d0efcd7832cbe351f720",2013-03-08 10:10:39,external
B492J00臺中分局第四課(停用),B492J00,"OU=B492J00,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:24,"9fea957de2644f9cb4379fea957de264","47c41bcaf10f823f2ec1d15ae6c86ab67e719f58f5b59a2fd3d4fead69098c68","5bda63cfa46c319dc4c9d91bc8990315b0cb49f89512728f5902941b0f1c4fd5",2013-03-08 10:16:01,external
B492J13臺中分局服務管理課,B492J13,"OU=B492J13,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:25,fa333d564a4742a784b2fa333d564a47,"8028d77bfcc9fa46675a1fda3f03d826cd24808d65cb313e8bcd87251ce9449f","330ba409a2f47870cc8915cd345efd5f434427c736e1c3277dbc9f8442fb19dc",2013-03-08 10:16:39,external
B492H12臺中分局銷售稅課,B492H12,"OU=B492H12,OU=B494900,OU=B49,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:23,"2298f9c7d2194c09b2f92298f9c7d219","4d917d02f646fff73de54a8b7ab8381a84faa59446f5a84b6b012aa828f3a503","528ac6e090fd83a22244461c11b57dd6edff14cdc58c514645adaf3ebd37f540",2013-03-08 10:22:30,external
N552L05彰化分局主計室,N552L05,"OU=N552L05,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:33,fd134be08a154830b9e9fd134be08a15,"5390072d69e18af1a6915de92e91c0c0961474565c5a2cacf828842f81022d65","4a14c854be9a19d61e8fe8307b7ca9c35e065f86cec693f551778d9cc61795b2",2013-03-08 10:06:43,external
N552M03彰化分局人事室,N552M03,"OU=N552M03,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:34,fe439960acfe426f8969fe439960acfe,"884c583115725bbf60095640f2b058dbc9e8a39679ad662d094e9a8ebc0375f5",affcb51a4b5a52ca72511f23f0ead07b91b8e9c43c855ead6d8c2ae480a91014,2013-03-08 10:03:52,external
B011P01監察室(總局)(停用),B011P01,"OU=B011P01,OU=B011P00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:46:47,"96c07cd97f069f4491988f7601ad565f",e8eacdc6030708592f2d81453389fd9d200bbf02e67fb098975a6b374bc6bd09,"5bc7ee0db7cbf69ffabcaf90ff4671aadca81e1afe22eb94a702d33980cec6b1",2012-02-06 15:34:07,external
B515102沙鹿稽徵所審核員,B515102,"OU=B515102,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:13,"54406f4d75af4109b2d054406f4d75af","6e2fb442fa24fc46304e93af8c35a07efc381e0192da8ef51d855dba77917f1e","9fbc6ff6c40f2b59c7ca6e435c09afbadbce11a8434e548a6a3ac530dc1333fe",2013-03-08 10:14:36,external
B53財政部中區國稅局東勢稽徵所,B53,"OU=B53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:45,"69e85c8991642542bcc780740d5875b5",ec5724303e51d279fcf26c6071ed0bbffc7c1b4c2f0af5026b23c59ace0b56b9,"8fdd887b392b0031d79c53fbeae2032cb237331925687487b65ed7ea39a719b9",2012-02-06 15:28:15,external
B011A03主任秘書室,B011A03,"OU=B011A03,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:00,bc065a4804034885bf0ebc065a480403,"9b51070fde84e18800a2db3b8458bd333fc17b249bfe9e259c442f955fb66797",eee59ba7993931ccbd360661146e80497412c39b0cb360225b5db9f5ba3c94aa,2013-03-08 10:25:25,external
B011A04核稿秘書室,B011A04,"OU=B011A04,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:01,"4b11f2101cf74ad6adea4b11f2101cf7",efd9d5ce3d2ffb26e4275d00826def999a4682ef01991475d278c7fe4e614aa6,"6c55cee48676eb9ab6fbacbae6c8dc2075333d09f2296161c8e8e2940eb954ab",2013-03-08 10:25:29,external
B502B06豐原分局服務課(停用),B502B06,"OU=B502B06,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:33,"84e1ff712ed74cdda51c84e1ff712ed7",e88d7524602180f8ea82790a7b849fd73b71eb64f0311d1988c5d372fddae8d4,"3f8629d2d8c86777512235769737e260a72081f0f9a787d1509522b93ab2f810",2013-03-08 10:05:18,external
B502C00豐原分局審查課(停用),B502C00,"OU=B502C00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:33,"7933f451f4fe4ae3a7877933f451f4fe","70cb68b8e9eeef88dcc494e8d37c78cf5621e64de4178658155499ee369a4ff3","675c5f0f0ab72346b53b439bb640cb2beb61800930e9969a8b8a90a499b222d2",2013-03-08 10:24:57,external
B502D09豐原分局徵收課(停用),B502D09,"OU=B502D09,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:35,c6f61f4e5e4d424a9014c6f61f4e5e4d,b81af722c0ad3c26f289f75364206bc20648f97c1401b27274515ba332c8b4e8,e28c858d780af0692ae03f26f5e70a5a268d47832be3ec152a8775c55a122101,2013-03-08 10:22:20,external
B502E10豐原分局營所遺贈稅課,B502E10,"OU=B502E10,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:36,"22c665f8ec474ad2bb8e22c665f8ec47","8e6f9c7accfb4ddf0dedb46ecea515f40996b341181f10959a08ae8a49a616ad","5b2fe7db9dcdd08d2289011a518dc1b7369de74ac7583a3027477752e3494b15",2013-03-08 10:20:07,external
B502F00豐原分局第二課(停用),B502F00,"OU=B502F00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:37,"17c94704111b41d3b81817c94704111b","35aae098d5a2bc9c07339c5179ef2e8fe6f9924028b6f0339856a54664f4d6c5","44517ac760f106413e0f0ba50fd6066097acc7128652e285c5701c174ea774cb",2013-03-08 10:16:21,external
B502F11豐原分局綜所稅課,B502F11,"OU=B502F11,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:37,"4ba43015d0594786ab934ba43015d059","48014cd475d5db9a86e07d2cb4511f06c2c6e28e923197470b379ca25d09b6a6",b41f1c4129a3e63b5ab5e51a75e34ae42ba99c344e7d389ccb479ec5c2ec9829,2013-03-08 10:17:20,external
B502G00豐原分局資料課(停用),B502G00,"OU=B502G00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:38,"411862c415da44c995a2411862c415da","1b6d9a09ecd760af917942bd6aa43b60ac6ee3f12c79c0a0b128f44e8e502bdf","19d0df24ead3a4e80cef60b26c3c54ba3cfd72f6573bd3ca3d67b483f330a9c5",2013-03-08 10:14:13,external
B502H00豐原分局第三課(停用),B502H00,"OU=B502H00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:39,cc4b3cb6aa5843c29986cc4b3cb6aa58,"5e22394a89d3ccfc5f08823106ba914e88d6d6c79425ac6be925cae69c5a93c5",fecc4cffdc222937cc534635af5cd5e61d3a6f6db643355f5c61d3c970b2af92,2013-03-08 10:11:18,external
B502K02豐原分局秘書室,B502K02,"OU=B502K02,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:42,bc9424eba71746d9a8e9bc9424eba717,"5570771f5caf912926f6a85777295d7006fd34cffcd32d3f524958cf93b52b45","4eaaa73fa0737f51eb4327461fcfbaac0dffbdc77a00ffe0672f99da556d8cb9",2013-03-08 10:25:08,external
B502C07豐原分局審查課(停用),B502C07,"OU=B502C07,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:34,"7f83219a9d754c17a9037f83219a9d75",f1573d0b5030581ca0c4c1bc5ffb2787941e6e456e8465cae3a594f50f58f727,"1be74c8dd90f57301190f302dbb53c9884052b087a98fcb272143f41be9ea4fc",2013-03-08 10:25:02,external
B502D00豐原分局徵收課(停用),B502D00,"OU=B502D00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:34,c340e78bfe7043bb9f6fc340e78bfe70,"5c6070954442ae98e5c81785485127f3f525cbd5bbbf4eb63fed6e33f3876ce2","6760c206a750a6edfa3197faa546460da98dd55c9570c26fe5d363e924ca4e83",2013-03-08 10:22:10,external
B502E00豐原分局第一課(停用),B502E00,"OU=B502E00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:36,"4716ca63991d49a7b9964716ca63991d","48736cb2788d18f22c15d97da1ad9881266a7d064ec0284811def6d34e883edc",c1ceefa47f5f2df9807ee8ea4860b57e4012ed024189766418cc80ec27fdfae7,2013-03-08 10:18:29,external
B502G08豐原分局資料課(停用),B502G08,"OU=B502G08,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:39,"619c69b4bf344b988644619c69b4bf34","19df35c55646ca7552349b5b2a191656441daabd847feaccd6c296dd10d7727f",ff3074d9ba9042f075831eb0d7aabd2d15ae1d9f9646b8365fa194c05580af42,2013-03-08 10:14:26,external
B502K00豐原分局秘書室(停用),B502K00,"OU=B502K00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:42,"40c73262906749d99ecc40c732629067","58e243efcd24af43cb069d44e66a991e72de80760717fd1cd7607efc5faa7297","81db7fa255a470b16a2e64159cd812630d34203d7c6c27c9f3c7d49fcdeb1965",2013-03-08 10:25:05,external
B502A01豐原分局分局長室,B502A01,"OU=B502A01,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:31,ef7cd56a2b4045ef9afaef7cd56a2b40,"5f40b2aa167a74f46977143d72dc57cda635be577507350de89a079325695d50","5b4e0d67159633d21deb8423bb6872192ebe4d1e0da64f99be7192e0e9c1693c",2013-03-08 10:08:17,external
B502J00豐原分局第四課(停用),B502J00,"OU=B502J00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:40,"00c41ce28b494c9e904800c41ce28b49","9dc25f8408b862d8f8757ddb8d45b37abb6c219ed616b5af03484cadc202a5c1",a87dfe81c91d47bd45ca47d71dfcf218a17b31704a4354e99ef58e568655389d,2013-03-08 10:05:22,external
B502H12豐原分局銷售稅課,B502H12,"OU=B502H12,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:40,e2665b22f93c41a69fdde2665b22f93c,d19ce2b354b2e327c07764aec50d477e7472cd19454b6211367d4332bd1b640a,cbc20695d1bf1f7664400c4e13ac555ca922e590015d41e4deb53c756c764542,2013-03-08 10:13:08,external
B502J13豐原分局服務管理課,B502J13,"OU=B502J13,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:41,d6e2c3910a844eb4a289d6e2c3910a84,"61a9ba807089b0eec301d2526bd34b610431a4693ef68bb791d6562e60119ce2",be782f41d1788107fa52c92614821655072e265ba20196bd343ba776f2f813c0,2013-03-08 10:07:14,external
B502L05豐原分局主計室,B502L05,"OU=B502L05,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:43,a9f7d87b5bb34fe88869a9f7d87b5bb3,"5195bd83a225b947cafc64781e408bfd34b64f49bba154f78c53f58ae85bf859",ca50899c19b45468a9dbfa37eaf4c648fe68bc4055e89ec1d0716d3f2b384270,2013-03-08 10:22:27,external
B502L00豐原分局會計室(停用),B502L00,"OU=B502L00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:43,"51979f56fc944ced94f451979f56fc94","97b244e7c43250d643312e5de53d370a47ae94ba8eb9767f3848810d4babf889","7032b52ffab054e574baf791c94032b3f639c061d878d68a4e19aa82691bec23",2013-03-08 10:22:17,external
B502M03豐原分局人事室,B502M03,"OU=B502M03,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:45,"91e9460516cd4ba28bd691e9460516cd","3d1f2e19d402c6953c66e11df071415ba6dc1f1f5b1055cbee24ddd10dafb62f",b8b162348f08dd36462e38443a33a6628335fd1e1cc63f7e1c6d51897c169eae,2013-03-08 10:18:40,external
B502M00豐原分局人事室(停用),B502M00,"OU=B502M00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:44,f9217f33472447619243f9217f334724,"24faaed34dd32de7ecfff126c7751459f953b55952a020b7a8271ffc9d6cd83f","2104341e714ad8f65e4aea1f56d536f8f37d9fa3f5e44142989c56a66e5a7e6e",2013-03-08 10:18:36,external
B502N04豐原分局政風室,B502N04,"OU=B502N04,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:46,"890981643c704e17af76890981643c70","1f3a87b4190edd27d49a2c6b68674dee502be9dc100f74efdf53566be04cfb5c","4f9cb5f33f4338e6cf7e74a3bf2f6041356e28ca81ce32b0e94b5a19c7dcbfb1",2013-03-08 10:16:32,external
B502N00豐原分局政風室(停用),B502N00,"OU=B502N00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:45,"7090feab1d0b49669b837090feab1d0b",c35927dcb1f8ac1fe14252649b75597503de6fcba1863a5e7e9a5f215f94b6f4,eae4040f071ad520ae5fe5398d604de9b22bdc271524ac04bd610313f51a8fac,2013-03-08 10:16:24,external
B52財政部中區國稅局大屯稽徵所,B52,"OU=B52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:45,"4816c6b915e925428d71628ee3cf41ec",a3d6fe7f0d35c63211a933e3e7a0d11ccceeadb27ee92d21b3401a34e84b2cfd,"8be2d5b70d7a4510f8eae61cbcf263074547d116a5ffd366690e6b45b3be0569",2012-02-06 15:28:14,external
B48財政部中區國稅局民權稽徵所,B48,"OU=B48,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:43,aca7744718100e40b42f1206c76e68a5,"715076c05304c574c5257e7694b05570c25f58871923d751f8119527ec70effc","9d25b55e5e887721d9a282a2a9d92a70bfe82bcc0c614dfc0667205e0151d17a",2012-02-06 15:28:10,external
B515101沙鹿稽徵所主任室,B515101,"OU=B515101,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:12,"7eb3a616db6a400399727eb3a616db6a",c40726c26f10313598386db654f53de3dd8af2dbc5faca5627a5436cc7bff72b,"90301cf6cfac97d78fa78bf362500898a88d84eaf5d42de9e44133cca01193dd",2013-03-08 10:14:32,external
B515105沙鹿稽徵所徵收股(停用),B515105,"OU=B515105,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:15,"78fcf6b405bc4112a77978fcf6b405bc",a18c619aaa83a8b5c676c9ef10da7062aaf92a143f9ae2267ce974b442959dc6,dc87dcb5625d0fcbcb567d0071c0d45a23c0a33e5b7570929af9d0fe4cb34827,2013-03-08 10:14:53,external
B515103沙鹿稽徵所服務股(停用),B515103,"OU=B515103,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:13,"23a25b6ba09341639a0823a25b6ba093",e4fb933b63119dcbd1d4af6617ad360ff13116d36a20d086de9a2b9101f514f1,"903141e6704477ef4606bb3c784999ad62fadf2cebba4062905cd7f6e72fd0bd",2013-03-08 10:14:42,external
B515107沙鹿稽徵所營所遺贈稅股,B515107,"OU=B515107,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:17,"0a029269bfba40b29f030a029269bfba","33b87b96a0e4cfe5b3bf409958d92fdf2f4ecce6c9b6adae8143733825270e76",be9c371f8c56e6387175649a883bb002e7440f9f38fc760ac721e7f2465dbf14,2013-03-08 10:15:00,external
B515108沙鹿稽徵所綜所稅股,B515108,"OU=B515108,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:17,"3a00e06ae37b4e57a28a3a00e06ae37b","51dadc82114db0bc0dcf14d26c98b69d2f70452e0258edecc9210d20d0cd47a4",c779ebed2e56ecd4f896c16171bf686eaa99f42cfe7f981eb0fcaf8db14a5a3d,2013-03-08 10:15:03,external
B515104沙鹿稽徵所審查股(停用),B515104,"OU=B515104,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:14,cefce22633a04a978df3cefce22633a0,"16bd1a67f9f7dcee7c24d45a9db1608e69cf01dc0106b71d025eaad1d45f7310","678b890fb05d1365f63d8ee43ae56a72af76bc0648d87f01b70aa986c9b5defc",2013-03-08 10:14:49,external
B515106沙鹿稽徵所資料股(停用),B515106,"OU=B515106,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:15,d5176251e36e4ec0b752d5176251e36e,"40f899312dd77a7e2a5bca36334da8f66a879fefefd571440d9da3d09929aaa9",d42406740c3cf9f60311f008108fd109b0d3c54812b15846ba65248e0d0b80f5,2013-03-08 10:14:56,external
B515110沙鹿稽徵所服務管理股,B515110,"OU=B515110,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:18,"20775e98beb54ad8a96720775e98beb5","4dfdd229391820fc52665d74d8d7b98d0a6ba9d5f425b773dd39cb719461470c","1e49b9be962d473a4d9f7cf8e008d86c07ccbfff0b14407b4ff153ae2c508b9e",2013-03-08 10:15:43,external
B525201大屯稽徵所主任室,B525201,"OU=B525201,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:20,"93c7e2ac77054fe9a1cc93c7e2ac7705","358db17c4fb1b8b4c6c73f57f2dc03c9b7b5b254e0f43e677c57d653f3c5ea09","74a5d27c29faa97ee7a2a71a5af3ec1a22b3ffdb5db6743262dda93ac2f07729",2013-03-08 10:05:35,external
