"displayname","ou","dn","whenchanged","objectguid","syncattrs_hash","dn_hash","whencreated","placeholder"
K452E10苗栗分局營所遺贈稅課,K452E10,"OU=K452E10,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:58,e65e203236854cb1860fe65e20323685,"927525630a4d222d31d6b2b5134a569d8f63a7fe63de29b533ad79c4f271fcb3","9da8fcc184633715598edc84375542fd7d9358992bc8e41ae90319bff2fa99cc",2013-03-08 10:22:34,external
K452B00苗栗縣分局服務課(停用),K452B00,"OU=K452B00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:48,"8556ee94f94844ada5cd8556ee94f948","4f8e110a0927d67b833e80858a833424bbd1397d271310619ec14746d51d9d45",ebc4172e9b292c6fad6fc7641eca44dce71a8ae0606e4f9da6daa916747a27f6,2013-03-08 10:07:34,external
K452D09苗栗縣分局徵收課(停用),K452D09,"OU=K452D09,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:56,"69aa5b34be4f4a63954669aa5b34be4f",f864d8820f13569c1f76ebf69244d6f90c1215f76c11e8de9926a0deb06b4956,a5848158e2be15454bde12bbcb3fae463f736fdd3eb48738a7d8025fdc479776,2013-03-08 10:24:44,external
N552G08彰化縣分局資料課(停用),N552G08,"OU=N552G08,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:28,"7d8df2cbf69940b68d1f7d8df2cbf699","153ababafb8ae650b54ce8a70a6963db583cb5322a89308c87e814eb17bc494e","6a6c9168d8cbbb45f3068af9b0f5aa8b9ce82621e0d3231b0a3a8a57cdfe3401",2013-03-08 10:19:48,external
N552H00彰化縣分局第三課(停用),N552H00,"OU=N552H00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:28,dc79033ee41d46fd80b5dc79033ee41d,"4857d786007ac283ce71bd3a8bd4aa07ff5991ff6e047bb01f1574556628ae44","765a9a1b52a40c6063b0cd5ef6f97f5452dff2a5d86b0163fb20a3a51ff90006",2013-03-08 10:16:46,external
N552J00彰化縣分局第四課(停用),N552J00,"OU=N552J00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:29,"775ad32d8ac4434aba00775ad32d8ac4",c9fd7cc07d92eae3919bc1118a4dba3532b5029b4b05c75e9b6f7fbbce039535,"35892fd424f67d0f404338c723831540c5f771165aebe9b1c74f83bfc099a8a2",2013-03-08 10:11:51,external
N552H12彰化分局銷售稅課,N552H12,"OU=N552H12,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:29,"1ef5003fd1e84ac093141ef5003fd1e8","2139d9ed907c8d61e02a9152f0dee8e59c00844250cb4b00bcf8354e7ed70ef5","47b83ee8a84ecba08ac0679ee9738e8e748292bf11584859b67e91a39bbff030",2013-03-08 10:18:15,external
N552J13彰化分局服務管理課,N552J13,"OU=N552J13,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:30,"2d0ceea4463c476e89112d0ceea4463c","25f3bf64c3bfddd54ca0fdf93edb8ad0f6cd2fecde56b993d72561f84cdacc52","6db391fca4a221a82463c42a2e3f7a81a226f8ac28379d9f64d661c97f904ff0",2013-03-08 10:14:05,external
K452A00苗栗縣分局分局長室(停用),K452A00,"OU=K452A00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:47:47,"06c51ed86dc649fb983206c51ed86dc6",cf8bd5cf7bc935bdf9da05b1c2aae8055bfa9b3447a6267136d99f27fd711d9d,b6a21169a6dc3292e30760205a2e24576624811abd3d4ff536f03c4c2c3bec13,2013-03-08 10:10:26,external
K45財政部中區國稅局苗栗分局,K45,"OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:39,c931ed65ff2c9f408da04790492981ce,"48192eb3e1af5aaff98913b74a932b364996e46796650765826ae0ac43ceb78a",f14d8e815f0071f6ada5203771581b32348620294bf39e96201a5290672d7779,2012-02-06 15:28:17,external
B585810大智稽徵所服務管理股,B585810,"OU=B585810,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:45,"35b457308e814727abf335b457308e81","266d10381340d1461d314036d77327f11e475564ff388bb881c847a6476d5fa2",b35a8ec83f1fce2ec2008ec8ee624948fd64467de3282ea54d228ec2c364699c,2013-03-08 10:24:40,external
L502B00臺中縣分局服務課(停用),L502B00,"OU=L502B00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:27,ad1d3fba9a4549e59ad7ad1d3fba9a45,"5928662e7a57354083c743b6e11e751b29f7a61e2b5ece416b63fa5017e2ad5b","25ab09e011a37ad62fc5e7cd522b4c9728ba2749a5f0828a8c3bdb8146a3f9a6",2013-03-08 10:11:22,external
L502A01臺中縣分局分局長室,L502A01,"OU=L502A01,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:27,"7c22060d53f74615b8537c22060d53f7",c7c4f1f858282e2acd4be70c79c069a80155ba3c63172d93ea1cc12c717802f4,"7b9e6aacf1d3dab6f08889e60fb89959b0cd002752c6cdfc261b56cbb40968af",2013-03-08 10:14:20,external
L50財政部臺灣省中區國稅局臺中縣分局,L50,"OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:39,"758f7cf166010a46a027ab86b666d75d","330b86fd2830df95b64db92abf7d347cdd453af564be68fd3192000a3f3e0935",b2c936f7065abd28d0cb4a4fb9815c4530724b4bf20ebb45ee8d0ed91ec30ca2,2012-02-06 15:28:19,external
K452L05苗栗分局主計室,K452L05,"OU=K452L05,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:05,"31c564469cfb4ee0b91931c564469cfb","829384cd86c095269bd00d6dc0cb56aa3663b518c15ba473561bed1e8211ab4c","94efcca113d63a5dff876ef8ae2b5e2363e1e57bef83e010089641c895cbac0d",2013-03-08 10:24:51,external
K452K00苗栗縣分局秘書室(停用),K452K00,"OU=K452K00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:03,"6a71a865ed59461a8cd46a71a865ed59",c00df8843ef519c47e32fcc71b0f0ab437778fa498c8505722c7f6d661726a5c,eb53cd03bd9ca04bbccfb0c14770def981f2c603910f652fb82c3fbb21e49d9c,2013-03-08 10:04:46,external
K452L00苗栗縣分局會計室(停用),K452L00,"OU=K452L00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:04,"523074d9967b4d7a8003523074d9967b","4153db636a18d65a4417627cc1dd2dd162664d9ac2ec3174f58922f196a0ebd0","915c32468111b3aba9814ac4e037903a9cde28f4fbec0a269c62b9af2c002ade",2013-03-08 10:24:37,external
K452M00苗栗縣分局人事室(停用),K452M00,"OU=K452M00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:06,"7105307ce7c64380a7287105307ce7c6",ab84a10756ececd8e136161e570702ae615098856e8b0ce9ecca823ec68e0539,f6d2ac929a4b5ed78e60ff9b1f889458ba0e83486bc95ef614227d73e64089a3,2013-03-08 10:21:53,external
K452N00苗栗縣分局政風室(停用),K452N00,"OU=K452N00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:07,"9ae8692a7a614b3ebef09ae8692a7a61","778a74265981fdd8c672004c1a86292644afa391be28b66b59b47dd860864aa9","5b2496a9a78d27fa378462812c2c5bf2940247d2ff364f3f58e16c47a84a42d5",2013-03-08 10:18:19,external
K452M03苗栗分局人事室,K452M03,"OU=K452M03,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:06,"52f984e68a1048db852e52f984e68a10","139ae5b1eaad99a49e483fd0e19ed9afe266b544695b81fee867e38f7761e849","9636cf947e2730b0f8f0ad67c04750e5fb1a21d1e6468a19a50371e3deb4b724",2013-03-08 10:22:00,external
K464601竹南稽徵所主任室,K464601,"OU=K464601,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:46,"3d83460d41504ec0833f3d83460d4150",bca34b4dae5f295a871a19d15aac2db51f5f8c668b425070b54ff0aa5b1211a8,"38ac105db78e0e80c98ba6533ca93a07eddc4d584f6a13728738039dcc92408a",2013-03-08 10:20:17,external
K464602竹南稽徵所審核員,K464602,"OU=K464602,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:46,"3579adf7deed44ddb0003579adf7deed",c34c9f58cdbc245f22d4083dabc25b6d43180d0379cb39b870f2eebd0c55769f,"5897444e5b53b540c6255d6ca1ab76ecbc44f36416fcd4f74499138d6660ce44",2013-03-08 10:20:24,external
K464604竹南稽徵所審查股(停用),K464604,"OU=K464604,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:48,"801d4ebaa0b240339598801d4ebaa0b2",a5316320d5a5711b4a87235232159c4adc49a3b4f4d41c28ddf95635e962e946,"936542912f148a5135b2f5dd5f17c30e59b43228d444accad78743df07ebee28",2013-03-08 10:20:34,external
K464606竹南稽徵所資料股(停用),K464606,"OU=K464606,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:49,"581624d9f4a64843abdb581624d9f4a6","40f5ea87977e743a8e5b09197e4ec20762229536b2028b05c5f5b6d40513e488","8215641a34f1326e183e8880b5fad0fd677689b8df570aabc393b6a1349dd4d8",2013-03-08 10:20:48,external
K464605竹南稽徵所徵收股(停用),K464605,"OU=K464605,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:48,"9d008ddee58e4954b7389d008ddee58e",d4e3f9e8650b80fea1373051473b79db37c4a49245301a5bd468a3219f58459a,"7c2a003250ed911c2845bbf8950fc42e1ebf4176f04d403c0578455c1ba9ba23",2013-03-08 10:20:41,external
K464608竹南稽徵所綜所稅股,K464608,"OU=K464608,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:50,df2c552117bc43d2a1c5df2c552117bc,"64425a1d6c66f6d0c889605fa1d57660304ab4bccf97dfa1472860f9e3ef227d",a56b773e57952262bc3aef71d28fdad0aefaacee2c2bdb59673e1e00a1c85502,2013-03-08 10:21:05,external
K464609竹南稽徵所銷售稅股,K464609,"OU=K464609,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:51,a288c39b188e4e1bb10fa288c39b188e,"23be8e482e3ba5466813305b6e4b92c0892e24820ab85df8fb25b35586683c01",aab187ffbc3ecade2ea2f19f7ff4e178a1653a35a8f699441688f5514e3000ea,2013-03-08 10:21:11,external
K464603竹南稽徵所服務股(停用),K464603,"OU=K464603,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:47,"6c12e09f92544bbabd046c12e09f9254",d502b9d78dec3ee7a0692b5d15c2018209e2d56fe4faa86d63e4ead862b599b7,d9834af885bfffcdae78fcdddf26fe1f181250d4ffd2eb1825dace44d31e903d,2013-03-08 10:20:27,external
K464607竹南稽徵所營所遺贈稅股,K464607,"OU=K464607,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:49:49,"59e6534c995c4ba8b90359e6534c995c","39e0d128510a809d53e69fea5cd414b74a49d238caf0f83431b6bac5de282986","176826bf692bb160ac59d867921d9319d6d17f3bc7e8fa8ecefd2bd51e316c30",2013-03-08 10:20:58,external
K464600竹南稽徵所,K464600,"OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:29,"99be4ef44e88654da80358b7cf12dfe8","630acac4b93c4d9cfbb9b69f6d1e35888acc15e510718a1902afe29b15def3ca",ddc90230cc1e8bc665856ca04a7eb3109da50c9c687966709e19f31b49699b93,2012-02-06 15:31:14,external
K46財政部中區國稅局竹南稽徵所,K46,"OU=K46,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:46,"679918f3ccf4ce498faa53ad30163199",e1b77dbc9aba86a71b857361d3656a4d37319a9f2facdd1b1487683de9c899fd,"3b09fe5419e59fd4be6de988e4096b5382c7a957abd96c6565e2ff552b2ea077",2012-02-06 15:28:18,external
M592B06南投縣分局服務課(停用),M592B06,"OU=M592B06,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:11,"818054ea62ad4047899e818054ea62ad",a6b78c952a1cfab665e0fd4611fbb9e14828206a51cdce3cbc007081eb6e3515,c27f77c754946359fa067a00c307458794c9a2a8db33d141edb0f0539f047ada,2013-03-08 10:19:31,external
M592C00南投縣分局審查課(停用),M592C00,"OU=M592C00,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:11,dafcfc34e66b4ef29f77dafcfc34e66b,"69df4817c1df62ede46335a841399207f049654c69d56de2ed2a39afb860e7b5","8a5ce6e3da4ccfe638f4975f73437011c3c15490295ca9aa2ed98117cb0ab092",2013-03-08 10:16:42,external
B011C11審核員組(停用),B011C11,"OU=B011C11,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:03,"9411448c2822411cb9a39411448c2822","7835b87b173a5a589372f2d8eaae04ea8fe8b8e83295d648c0be7b5474661c0a",fbd8ab5d817a9755aaba0c9c902381a2a982cf1cc682f898e1b87ecb7acd5245,2013-03-08 10:25:18,external
M595900南投分局,M595900,"OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:33:20,"7fd9793fb112c446b4c67adcbb2e0227",d129dceae886c432bfaf0de0db4dc47e3892883ac05c7ef31786f4a64cdb7cdc,"748961c953e948e73447f1049677f0b97f1475e9ee9729caf32258536b51b99b",2012-02-06 15:36:36,external
P65財政部中區國稅局虎尾稽徵所,P65,"OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:58,d306655960ffcf4eb23f556099b04f43,f110a1ccf90fe1cb74037ac569dc21bc7c4729a3a4affca1d79e87babd98aeb9,"43701f1bc713dfec24bb87ea54283f92316edc15d32f989c3f62ab31d32e9b65",2012-02-06 15:28:31,external
B011C08審查一科四股(停用),B011C08,"OU=B011C08,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-15 13:14:39,"11e9d0fb48d74c45896385c71d5b37e8","621b8a6028ffc17e7215587c89a07fdf45a27b0e892df0002c665e73a0f46e7f",e00a7e4ae0588c7a86f8b8c6266fab228336368a48691f5937a82492c9506025,2012-02-06 15:33:01,external
N552K00彰化縣分局秘書室(停用),N552K00,"OU=N552K00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:31,c2aba70e0cc24f4ab752c2aba70e0cc2,"175a2b94efb8ac5325ee442d93153864a5146e307431f5f85c71b5eec8cc4284",adb98cce122c399c8b08ff37db21e58c7b178f538eeae83179c125567b4f016c,2013-03-08 10:09:17,external
N552C07彰化縣分局審查課(停用),N552C07,"OU=N552C07,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:39,"4b3eb2d48c1141f3bf4a4b3eb2d48c11",b6346a3aacb51715e400090f9e245d344341a2139251e8c4930ec7840709111c,"865e6c1bf8d1b4029906bec4f826b816f4fd18fa6488cdddf3096c7d789723df",2013-03-08 10:09:07,external
B011C09審查一科五股(停用),B011C09,"OU=B011C09,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:46:00,"9d4439ed763a3e4984cda6638759a546",bbf68ea898d0585be6448cdfa828d594e76447814e5e21c3effbec2dfc3dfd12,"52165694503ca5977fd414aad82debc7ccf97c8c7cca57301697647d3b047b9a",2012-02-06 15:33:02,external
B011C10審查一科六股(停用),B011C10,"OU=B011C10,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:46:01,cac309f6fd3f8c4e85b9f5d93eaeeaf4,"30c5c0ced0ae4f3e6802d93272abae0399c807b96ae2c193a5e299167f311e41",f2f76786ca32443979d26c0fd6d0f6bae95be17b4ae4d32b87893c04ef5b0ac9,2012-02-06 15:33:03,external
L525200大屯稽徵所,L525200,"OU=L525200,OU=L52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:31,"46d8d1f73e64cb4c83d087a4e8596ca5","23a592161fe5fc02984ef62689109d10f29fae9c684958702c148b20aafd8be2","555c0b631d8ce334911eee2f84bf799b88e41b44ba081a5142407bad375a8f41",2012-02-06 15:32:09,external
L535300東勢稽徵所,L535300,"OU=L535300,OU=L53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:31,"895942312c6344419ee1e2c6a7623466","10c27a7d1e3884c5c1d150112ad1d4ddf5cd020faeeb685b95c7ec1cfa3f7fe2","75ab5e9b4697ed992a5021e38494c5b29a65f394e4b900fe01041e0e35234582",2012-02-06 15:32:21,external
M592A00南投縣分局分局長室(停用),M592A00,"OU=M592A00,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:09,"8bf4aa22f52b4263bd338bf4aa22f52b","9b8e76b2462fc67171176784e2b607b37d016f4d766a6d834822fa8c04792576",e0bcb113b89ceae0d9fad79ef17a598ea43f6d36f0d65c903e1e0ff8ce1a70f8,2013-03-08 10:22:37,external
M592A01南投分局分局長室,M592A01,"OU=M592A01,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:10,abae4e7d7082455d9b0dabae4e7d7082,"0bdbd11e86bf228991ca44c3e650e7693f14c973c903e5029749c3ffc262394c","44eabf410870d2c766a077dcd5c54bb9413637b0cdc168e7bfab3dfbab0f1d88",2013-03-08 10:22:44,external
M592K02南投分局秘書室,M592K02,"OU=M592K02,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:21,b42bf08666764b2388e7b42bf0866676,dedddcc71d95648841e4a4821e515ba65ca6c450ed3f19c86563003ecfffa218,"3aff83f8de2dc1346d2ccfe44f8587a63808c582555446ab7ca2d136f8ec2a4d",2013-03-08 10:16:56,external
M592L00南投縣分局會計室(停用),M592L00,"OU=M592L00,OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:48:21,"3d1de029f34d46cb844e3d1de029f34d","090a6197a925b6619722c2dd7cb10edf18c80f0218409bc275467cdc0c42738f","95103d64ffe3af92859c7df5b54b6c30fa15eeed16183aea2c84d695b0b5d27a",2013-03-08 10:15:25,external
B011D01徵收科徵退股,B011D01,"OU=B011D01,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 18:46:04,"92dab30ba7d83c43bd4a08b552a62774","9a1bdf7ed7ad8d287085428d6beedc6356d94c0f1f41492febf758097a1ba6bc","79d3899ea5be07fa6e813e1d1360c0f3b3188bab0be63cbdd87f2499d1b2267c",2012-02-06 15:33:06,external
L53財政部臺灣省中區國稅局東勢稽徵所,L53,"OU=L53,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:48,b133b7b1dc4e79419e6f10cb50be31fd,"8be7487d14c10a06644b7b1b774a1579fb69df2f5bf9693ba6691e92d1c1b4ff","95d5a1e0ca697745037dd379b9b10fde0f823f6a0d90228dc44cb96d492f89dc",2012-02-06 15:28:22,external
L52財政部臺灣省中區國稅局大屯稽徵所,L52,"OU=L52,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:48,"21f458f8d4f46c48b4ae42dde4367ec2",fc490df7ba6519c770cf5eee33e42231abf1b4f8b7162e8a6d87693307910e0e,deef63b57280c53c3ba6be106fe78da9c5c7724e93e2e7abf8529016e1bb96d2,2012-02-06 15:28:21,external
M59財政部中區國稅局南投分局,M59,"OU=M59,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2023-01-13 20:32:40,dacff21b0eb45644a30b46b52997a348,"6e11928900992f266ff8f72bafc132a4cccc8620dc16b219a449b7d4c183377f","447aa5c570e3b36424ab6f957128e90da0ea2daf11ccda8a52b38eff03b81793",2012-02-06 15:28:23,external
L502A00臺中縣分局分局長室,L502A00,"OU=L502A00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:27,"637c2b0e400b43ba8497637c2b0e400b",cfb3cfa0159c38f4351757b16f280edbd516572f633202184c020c6f083483ae,e912e5d177ea7032fb57829722343cf2f13931b670ca94144238d3cd14b411cb,2013-03-08 10:14:16,external
L502B06臺中縣分局服務課(停用),L502B06,"OU=L502B06,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:27,f595363cdb8740dfab91f595363cdb87,ef89b99c1d62613df71cd8c92d412cd299d2c508eb425de3153f1bb9af76d0dc,"4c07904a96f59eba51a54a2ae50da5efda0b081f03a3e3fd2bc2f805d89436c8",2013-03-08 10:11:29,external
L502C00臺中縣分局審查課(停用),L502C00,"OU=L502C00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:27,a591edb60fa14c6fafdca591edb60fa1,d92ac12646c995876a36786b0dd4c3e3a4081487541a84401d83abaabd620f59,df2a24eb34e824cd284f9722beed3a6ff1d6e5c66b0ed977a80f4e0836439a38,2013-03-08 10:08:24,external
L505000臺中縣分局,L505000,"OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:27,"789d8a6d7fc6d64882884368c044bcb8","5270db85730c2d261cd76f808e0241154d110aedb9267a5b07fb751ea6f6494c",a8c4167fdb6e1d8e524253d9d3fba8242c607ad851fd67ea9565e7086e2d26fa,2012-02-06 15:31:55,external
L502C07臺中縣分局審查課(停用),L502C07,"OU=L502C07,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:28,b56e540ab9494a218353b56e540ab949,"805d4dfafaf1df282c93f2d8a8ac2d33de947ffed45b2533de7953707c64ccb1",e6210f39d4a79f099ed66224b4c9a3374571e074665c50b8b437fdfd77a555f5,2013-03-08 10:08:34,external
L502D00臺中縣分局徵收課(停用),L502D00,"OU=L502D00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:28,e1d8c328be01459c9891e1d8c328be01,"5bfb867863ec6c6ccdba004551c0f5616217c9f1150b3d415c06b5208be26bc7",cb26e854318599cb2dec6600ef071e45d1eddf7c9d4fb58c1eed28b6d6cf9285,2013-03-08 10:05:25,external
L502F00臺中縣分局第二課,L502F00,"OU=L502F00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:28,baa63afd894046a69928baa63afd8940,"85f15556a682ed5fcdfacd0f8214a6ed5fd6492f097da30035fcfd09382695bd","33e5c235470e6f014bc80986a6c1496deb0eee2ad28d34227cc7cb18c2aa10e2",2013-03-08 10:22:23,external
L502D09臺中縣分局徵收課(停用),L502D09,"OU=L502D09,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:28,e1fd9b78f6b34bb68a02e1fd9b78f6b3,f505c3a8a6080826abefa2b358303a82b35ab089200f7af72d24ff62fcf0bc5f,"2e4745a2a0a080a86aeffdcc05d4fe27a9751fc872ad96daf93be7d6c4072e9b",2013-03-08 10:06:10,external
L502E00臺中縣分局第一課,L502E00,"OU=L502E00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:28,"6a8f1e2b88ad4bb4a42f6a8f1e2b88ad","87fbbc0ef292d2449be4f0f65c6ff489bb24cb07748155b902d22060dc2c3a2e",c683a4a59653cf8590480fc15c3cd6bffe1a781e53a7ea23b760bd85bded22e2,2013-03-08 10:25:12,external
L502E10臺中縣分局第一課,L502E10,"OU=L502E10,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:28,"40452be459af4ff4833e40452be459af","6b04180c9c74fa766747aedfc8c7afcd577e39ac5533b2478cb7389039355238",d184df8137fc2c3b5c07cfbef340c0acaa6e156fcb6c67736c0f2469914d2be6,2013-03-08 10:04:19,external
L502F11臺中縣分局第二課,L502F11,"OU=L502F11,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:28,db9f388eef4440929ad4db9f388eef44,caed519b7a1d193a6731347d26b1a89da6f269f90eddb8b6fb80b9ec48cd05c1,bed7736d448980bb3e98dc53031f45be7d28cb2e9059472550d99392415fb837,2013-03-08 10:24:13,external
L502J13臺中縣分局第四課,L502J13,"OU=L502J13,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:29,cb3b3637abff487d8750cb3b3637abff,"5a153d944424d409a951f72933217304398817b7083f6778369f40afa82f6aff",d7bbd11386d3679a6742f2dbc3621505867a914a91dd976329a4ccaf3cff639e,2013-03-08 10:13:33,external
L502G00臺中縣分局資料課(停用),L502G00,"OU=L502G00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:29,"46b9db895b034185a49c46b9db895b03",e138620a94dbe4411d6ce7d6713d195b568a9148e5c2934cea86207da2913e0d,cbaf5b9229c364b67c1233b4ca059c924266627b355c00f1a9bc1269d87acccf,2013-03-08 10:18:43,external
L502G08臺中縣分局資料課(停用),L502G08,"OU=L502G08,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",2019-11-14 16:34:29,b0d4a58c1f1741d2b8c6b0d4a58c1f17,"0e4b0b3b91025c2713b3be4d5914fcafebf77b890764e7b6c2dccb3103abd38b","087f7eca0eea247b486ab0af98b225bd4cfc97063fed685447fa1ee8a4b213a8",2013-03-08 10:19:20,external
